FID,ROAD_ID,ROADWAY,RD_STATUS,NUMSECTION,COUNTY,SECTION_,BEGIN_POST,END_POST,RTLENGTH,HIGHMEASUR,SHAPE_Leng,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,Shape__Length
15129,86900285,86900285,16,4,86,900285,0,0.541,0.541,0.541,870.8372,4,86,Broward,4,870.837205649342
15130,86900403,86900403,16,1,86,900403,0,0.019,0.019,0.019,30.0043,4,86,Broward,4,30.0042508831554
15131,86900407,86900407,16,5,86,900407,0,0.254,0.254,0.254,408.3794,4,86,Broward,4,408.379415691878
15132,86900412,86900412,16,1,86,900412,0,0.065,0.065,0.065,105.0565,4,86,Broward,4,105.056485948659
15133,86900409,86900409,16,5,86,900409,0,0.286,0.286,0.286,460.8242,4,86,Broward,4,460.824205269961
15134,86900289,86900289,16,3,86,900289,0,0.309,0.309,0.309,497.5534,4,86,Broward,4,497.55337812383
15135,86900284,86900284,16,4,86,900284,0,0.442,0.442,0.442,711.5958,4,86,Broward,4,711.595751997784
15136,86018000,86018000,02,38,86,018000,0,6.547,6.535,6.547,10517.4949,4,86,Broward,4,10517.4949403154
15137,86900401,86900401,16,1,86,900401,0,0.124,0.124,0.124,199.1531,4,86,Broward,4,199.153120637216
15138,87000300,87000300,09,1,87,000300,0,1.692,1.631,1.692,2624.3093,6,87,Miami-Dade,6,2624.30929208215
15139,57150005,57150005,02,2,57,150005,0,0.685,0.71,0.685,1141.9662,3,57,Okaloosa,3,1141.96616948875
15140,75470147,75470147,07,1,75,470147,0,0.173,0.172,0.173,277.5345,5,75,Orange,8,277.534471010416
15141,10130801,10130801,10,10,10,130801,0,6.268,6.27,6.268,10090.6148,7,10,Hillsborough,7,10090.6148313218
15142,86000029,86000029,09,6,86,000029,0,1.573,1.579,1.573,2541.205,4,86,Broward,4,2541.20501705965
15143,86000198,86000198,09,4,86,000198,0,1.588,1.593,1.588,2563.0997,4,86,Broward,4,2563.09971119685
15144,86000041,86000041,09,5,86,000041,0,2.136,2.143,2.136,3448.6035,4,86,Broward,4,3448.60346049998
15145,86471070,86471070,07,2,86,471070,0,0.311,0.311,0.311,501.1865,4,86,Broward,8,501.186512724176
15146,86471071,86471071,07,2,86,471071,0,0.25,0.256,0.25,411.7135,4,86,Broward,8,411.713532626164
15147,26020000,26020000,12,38,26,020000,0,26.493,26.527,26.493,42690.9175,2,26,Alachua,2,42690.9175497563
15148,55900007,55900007,16,3,55,900007,0,1.334,1.343,1.334,2161.5908,3,55,Leon,3,2161.5907664114
15149,55900006,55900006,16,2,55,900006,0,0.445,0.454,0.445,730.7058,3,55,Leon,3,730.705764102632
15150,26554000,26554000,09,2,26,554000,0,1.088,1.093,1.088,1758.6444,2,26,Alachua,2,1758.64440813853
15151,26000080,26000080,09,2,26,000080,0,0.85,0.85,0.85,1367.8208,2,26,Alachua,2,1367.82078422342
15152,55000060,55000060,09,2,55,000060,0,0.7,0.71,0.7,1142.1221,3,55,Leon,3,1142.12207058619
15153,26713000,26713000,09,3,26,713000,0,5.421,5.428,5.421,8734.9882,2,26,Alachua,2,8734.98815967477
15154,86900405,86900405,16,1,86,900405,0,0.116,0.115,0.116,185.2828,4,86,Broward,4,185.282848174242
15155,86900074,86900074,16,7,86,900074,0,0.704,0.702,0.704,1129.5253,4,86,Broward,4,1129.52527632134
15156,86000099,86000099,09,17,86,000099,0,2.483,2.478,2.483,3987.4578,4,86,Broward,4,3987.45778169188
15157,75280800,75280800,10,54,75,280800,0,24.683,24.66,24.683,39685.8428,5,75,Orange,5,39685.8428246366
15158,86900080,86900080,16,7,86,900080,0,0.479,0.479,0.479,771.4657,4,86,Broward,4,771.465747669077
15159,87000975,87000975,09,4,87,000975,0,1.001,1.006,1.001,1618.2615,6,87,Miami-Dade,6,1618.26145129407
15160,56020000,56020000,12,36,56,020000,0,33.187,33.209,33.187,53444.3467,3,56,Liberty,3,53444.3466583566
15161,77160800,77160800,10,19,77,160800,0,14.131,14.137,14.131,22750.4972,5,77,Seminole,5,22750.4971913197
15162,53002800,53002800,10,15,53,002800,0,33.16,33.276,33.16,53551.9963,3,53,Jackson,3,53551.9962827787
15163,86013500,86013500,09,25,86,013500,0,2.537,2.54,2.537,4087.4765,4,86,Broward,4,4087.47651307129
15164,86531501,86531501,09,13,86,531501,0,2.875,2.874,2.875,4625.8081,4,86,Broward,4,4625.80814658123
15165,87900058,87900058,16,1,87,900058,0,0.066,0.066,0.066,106.4278,6,87,Miami-Dade,6,106.427800648578
15166,86900396,86900396,16,1,86,900396,0,0.083,0.083,0.083,132.9439,4,86,Broward,4,132.943865765929
15167,93000309,93000309,09,9,93,000309,0,2.788,2.788,2.788,4487.1099,4,93,Palm Beach,4,4487.10989166049
15168,54520500,54520500,09,1,54,520500,0,2.304,2.294,2.304,3692.2989,3,54,Jefferson,3,3692.29891194433
15169,61900018,61900018,16,2,61,900018,0,2.024,2.042,2.024,3286.1249,3,61,Washington,3,3286.12492016228
15170,51580014,51580014,09,3,51,580014,0,0.372,0.368,0.372,592.1005,3,51,Gulf,3,592.100537031471
15171,93000315,93000315,09,5,93,000315,0,3.161,3.161,3.161,5086.4873,4,93,Palm Beach,4,5086.4872689824
15172,87000679,87000679,09,1,87,000679,0,0.255,0.255,0.255,410.2493,6,87,Miami-Dade,6,410.249326824718
15173,86471127,86471127,07,2,86,471127,0,0.419,0.419,0.419,674.4023,4,86,Broward,8,674.402331482511
15174,87900018,87900018,16,2,87,900018,0,0.5,0.499,0.5,803.7384,6,87,Miami-Dade,6,803.738359611641
15175,86471000,86471000,02,6,86,471000,0,7.706,7.673,7.706,12349.2902,4,86,Broward,8,12349.290197368
15176,39000013,39000013,09,1,39,000013,0,0.625,0.625,0.625,1005.9261,2,39,Union,2,1005.92607462562
15177,70070002,70070002,02,4,70,070002,0,0.381,0.381,0.381,612.6786,5,70,Brevard,5,612.678555181431
15178,16160501,16160501,02,2,16,160501,0,0.47,0.479,0.47,770.2308,1,16,Polk,1,770.230824678758
15179,12000001,12000001,09,6,12,000001,0,5.3,5.296,5.3,8523.1874,1,12,Lee,1,8523.1874249532
15180,13140000,13140000,02,5,13,140000,0,16.04,16.024,16.04,25788.6209,1,13,Manatee,1,25788.6208766288
15181,88000068,88000068,09,2,88,000068,0,1.342,1.345,1.342,2164.1701,4,88,Indian River,4,2164.17006298361
15182,26000011,26000011,09,3,26,000011,0,2.071,2.075,2.071,3339.9504,2,26,Alachua,2,3339.95043315446
15183,26716000,26716000,09,3,26,716000,0,1.14,1.146,1.14,1845.0902,2,26,Alachua,2,1845.09021206005
15184,26517000,26517000,09,2,26,517000,0,1.004,1.008,1.004,1622.083,2,26,Alachua,2,1622.08303004265
15185,26543000,26543000,09,2,26,543000,0,1.967,1.972,1.967,3173.1338,2,26,Alachua,2,3173.13384893025
15186,55000085,55000085,09,2,55,000085,0,0.906,0.911,0.906,1466.0293,3,55,Leon,3,1466.02930299085
15187,55900005,55900005,16,2,55,900005,0,0.357,0.361,0.357,580.3554,3,55,Leon,3,580.355362940856
15188,72002102,72002102,07,2,72,002102,0,0.24,0.24,0.24,385.6292,2,72,Duval,2,385.629160103996
15189,39000012,39000012,09,2,39,000012,0,0.535,0.535,0.535,860.9312,2,39,Union,2,860.931204534502
15190,93900373,93900373,16,2,93,900373,0,0.99,0.985,0.99,1584.5123,4,93,Palm Beach,4,1584.51227114648
15191,14470800,14470800,10,12,14,470800,0,19.818,19.826,19.818,31907.3951,7,14,Pasco,8,31907.3950850753
15192,16900067,16900067,16,1,16,900067,0,0.404,0.405,0.404,652.2173,1,16,Polk,1,652.217312993225
15193,26004000,26004000,02,5,26,004000,0,2.201,2.204,2.201,3547.1837,2,26,Alachua,2,3547.18372302066
15194,55610000,55610000,09,4,55,610000,0,5.774,5.785,5.774,9310.6581,3,55,Leon,3,9310.65814534875
15195,55000105,55000105,09,3,55,000105,0,2.176,2.184,2.176,3515.5004,3,55,Leon,3,3515.50036777758
15196,26150000,26150000,09,6,26,150000,0,12.964,12.981,12.964,20890.212,2,26,Alachua,2,20890.2120021009
15197,86900408,86900408,16,5,86,900408,0,0.255,0.254,0.255,408.813,4,86,Broward,4,408.813008306221
15198,86900394,86900394,16,3,86,900394,0,1.043,1.043,1.043,1677.8505,4,86,Broward,4,1677.85050759485
15199,86900118,86900118,16,3,86,900118,0,0.87,0.87,0.87,1400.9086,4,86,Broward,4,1400.90857256934
15200,86900395,86900395,16,2,86,900395,0,0.174,0.175,0.174,280.8418,4,86,Broward,4,280.841759217891
15201,86900399,86900399,16,3,86,900399,0,1.053,1.052,1.053,1693.3029,4,86,Broward,4,1693.30291756692
15202,93000388,93000388,09,2,93,000388,0,0.782,0.783,0.782,1259.3225,4,93,Palm Beach,4,1259.32245620122
15203,93000316,93000316,09,7,93,000316,0,1.734,1.734,1.734,2790.4845,4,93,Palm Beach,4,2790.48451302169
15204,93000351,93000351,09,1,93,000351,0,0.451,0.451,0.451,726.162,4,93,Palm Beach,4,726.161955124042
15205,49000004,49000004,09,1,49,000004,0,17.105,17.129,17.105,27566.1219,3,49,Franklin,3,27566.1218831975
15206,91560000,91560000,12,1,91,560000,0,1.602,1.3121,1.602,2111.63,1,91,Okeechobee,1,2111.6300140132
15207,70000096,70000096,09,5,70,000096,0,1.593,1.593,1.593,2564.163,5,70,Brevard,5,2564.1629832992
15208,55000096,55000096,09,2,55,000096,0,1.431,1.433,1.431,2305.839,3,55,Leon,3,2305.83904273724
15209,3900050,03900050,16,1,03,900050,0,0.212,0.212,0.212,341.6002,1,03,Collier,1,341.600162530781
15210,48900026,48900026,16,3,48,900026,0,0.47,0.473,0.47,760.5531,3,48,Escambia,3,760.553089213378
15211,86000499,86000499,09,3,86,000499,0,2.04,2.046,2.04,3292.6805,4,86,Broward,4,3292.68054051692
15212,8000070,08000070,09,1,08,000070,0,0.186,0.188,0.186,302.2242,7,08,Hernando,7,302.224188539976
15213,48000032,48000032,09,5,48,000032,0,0.95,0.944,0.95,1518.6722,3,48,Escambia,3,1518.67218837965
15214,17000143,17000143,12,6,17,000143,0,1.016,1.014,1.016,1631.4687,1,17,Sarasota,1,1631.46871561423
15215,48900024,48900024,16,2,48,900024,0,0.265,0.266,0.265,428.7708,3,48,Escambia,3,428.770762971892
15216,14000083,14000083,09,6,14,000083,0,5.383,5.388,5.383,8671.0291,7,14,Pasco,7,8671.02914868768
15217,26000192,26000192,09,3,26,000192,0,0.806,0.806,0.806,1296.9913,2,26,Alachua,2,1296.99130154107
15218,14000185,14000185,09,2,14,000185,0,0.373,0.374,0.373,602.4623,7,14,Pasco,7,602.462346724754
15219,93000104,93000104,09,10,93,000104,0,2.814,2.831,2.814,4556.3691,4,93,Palm Beach,4,4556.36907080918
15220,87471504,87471504,07,1,87,471504,0,0.243,0.244,0.243,392.0172,6,87,Miami-Dade,8,392.01720209995
15221,46000050,46000050,09,6,46,000050,0.149,2.345,2.207,2.345,3551.8746,3,46,Bay,3,3551.87463233356
15222,26000191,26000191,09,2,26,000191,0,0.454,0.458,0.454,737.5538,2,26,Alachua,2,737.553819908885
15223,26000040,26000040,09,8,26,000040,0,1.679,1.693,1.679,2725.0616,2,26,Alachua,2,2725.06155464208
15224,55000130,55000130,09,2,55,000130,0,0.18,0.177,0.18,284.0715,3,55,Leon,3,284.071477652407
15225,77000415,77000415,09,3,77,000415,0,4.605,4.603,4.605,7407.4529,5,77,Seminole,5,7407.45290725788
15226,77000430,77000430,09,1,77,000430,0,0.102,0.1,0.102,160.4295,5,77,Seminole,5,160.429547592014
15227,8000062,08000062,09,1,08,000062,0,0.224,0.213,0.224,343.5342,7,08,Hernando,7,343.534188456252
15228,77000212,77000212,09,5,77,000212,0,1.199,1.194,1.199,1921.6092,5,77,Seminole,5,1921.60924512227
15229,93000110,93000110,09,28,93,000110,0,11.438,11.44,11.438,18410.3168,4,93,Palm Beach,4,18410.3168363853
15230,93000211,93000211,09,4,93,000211,0,1,0.993,1,1597.4536,4,93,Palm Beach,4,1597.45364277836
15231,86900158,86900158,16,4,86,900158,0,0.362,0.362,0.362,583.3039,4,86,Broward,4,583.303946271881
15232,93900344,93900344,16,1,93,900344,0,0.196,0.194,0.196,312.9874,4,93,Palm Beach,4,312.987366579525
15233,79000078,79000078,09,17,79,000078,0,4.403,4.399,4.403,7079.611,5,79,Volusia,5,7079.61103334597
15234,58000033,58000033,09,2,58,000033,0,6.425,6.448,6.425,10377.3063,3,58,Santa Rosa,3,10377.306297633
15235,72090164,72090164,02,4,72,090164,0,0.882,0.882,0.882,1419.3948,2,72,Duval,2,1419.39477148008
15236,15000511,15000511,09,2,15,000511,0,0.615,0.615,0.615,989.9435,7,15,Pinellas,7,989.943466070469
15237,13075008,13075008,07,1,13,075008,0,0.277,0.276,0.277,444.9263,1,13,Manatee,1,444.926291656933
15238,86075900,86075900,07,1,86,075900,0,2.026,2.021,2.026,3251.8195,4,86,Broward,4,3251.81946104454
15239,87000780,87000780,09,10,87,000780,0,3.588,3.607,3.588,5804.5004,6,87,Miami-Dade,6,5804.50038363328
15240,86000648,86000648,09,1,86,000648,0,0.076,0.075,0.076,121.4835,4,86,Broward,4,121.483498785048
15241,89000085,89000085,09,1,89,000085,0,0.627,0.622,0.627,1000.5375,4,89,Martin,4,1000.53745635946
15242,10260000,10260000,02,13,10,260000,0,5.947,5.957,5.947,9586.1328,7,10,Hillsborough,7,9586.13284772833
15243,87000665,87000665,12,2,87,000665,0,1.212,1.213,1.212,1952.9265,6,87,Miami-Dade,6,1952.92648789029
15244,93000343,93000343,09,4,93,000343,0,0.924,0.925,0.924,1488.162,4,93,Palm Beach,4,1488.16203335411
15245,87000798,87000798,12,2,87,000798,0,1.025,1.025,1.025,1649.6805,6,87,Miami-Dade,6,1649.68046469934
15246,77000401,77000401,09,4,77,000401,0,0.17,0.166,0.17,266.857,5,77,Seminole,5,266.857028914997
15247,14507000,14507000,09,4,14,507000,0,3.066,3.071,3.066,4941.6396,7,14,Pasco,7,4941.63957260339
15248,86000444,86000444,09,3,86,000444,0,1.069,1.07,1.069,1722.3071,4,86,Broward,4,1722.3070690028
15249,93000337,93000337,09,2,93,000337,0,1.69,1.69,1.69,2719.2967,4,93,Palm Beach,4,2719.29667949149
15250,14000064,14000064,09,3,14,000064,0,1.66,1.669,1.66,2686.1925,7,14,Pasco,7,2686.19254784666
15251,11130001,11130001,02,7,11,130001,0,5.859,5.85,5.859,9415.4596,5,11,Lake,5,9415.45956048884
15252,11320116,11320116,07,1,11,320116,0,0.417,0.417,0.417,670.4214,5,11,Lake,5,670.421389729512
15253,11321000,11321000,02,1,11,321000,0,0.071,0.071,0.071,114.7515,5,11,Lake,5,114.751457113679
15254,11320000,11320000,02,3,11,320000,0,7.558,7.514,7.558,12092.1959,5,11,Lake,5,12092.1958586773
15255,11000197,11000197,02,1,11,000197,0,0.092,0.092,0.092,148.0444,5,11,Lake,5,148.044437028408
15256,11580001,11580001,12,5,11,580001,0,2.58,2.581,2.58,4153.5641,5,11,Lake,5,4153.56406016736
15257,86900176,86900176,16,7,86,900176,0,0.947,0.947,0.947,1523.7899,4,86,Broward,4,1523.78986800751
15258,75200111,75200111,07,1,75,200111,0,0.103,0.103,0.103,165.1567,5,75,Orange,5,165.156700782243
15259,93000293,93000293,09,4,93,000293,0,0.859,0.855,0.859,1376.1023,4,93,Palm Beach,4,1376.10232315427
15260,93000361,93000361,09,2,93,000361,0,0.519,0.524,0.519,843.0412,4,93,Palm Beach,4,843.041231584367
15261,11320801,11320801,10,3,11,320801,0,7.58,7.542,7.58,12137.4006,5,11,Lake,5,12137.4006115422
15262,87000663,87000663,09,5,87,000663,0,1.96,1.96,1.96,3154.9968,6,87,Miami-Dade,6,3154.99675456703
15263,16900023,16900023,16,4,16,900023,0,0.482,0.482,0.482,776.2375,1,16,Polk,1,776.237465994926
15264,27000018,27000018,09,1,27,000018,0,0.398,0.398,0.398,640.3631,2,27,Baker,2,640.36307203564
15265,74900014,74900014,16,2,74,900014,0,0.321,0.319,0.321,513.9467,2,74,Nassau,2,513.946697221573
15266,74900013,74900013,16,1,74,900013,0,0.498,0.498,0.498,801.7811,2,74,Nassau,2,801.781144286164
15267,15900045,15900045,16,2,15,900045,0,0.205,0.2,0.205,322.281,7,15,Pinellas,7,322.280980243575
15268,37510000,37510000,09,9,37,510000,0,12.141,12.14,12.141,19536.9081,2,37,Suwannee,2,19536.9081401052
15269,74501000,74501000,09,4,74,501000,0,0.832,0.836,0.832,1345.0162,2,74,Nassau,2,1345.01623554505
15270,87006047,87006047,07,1,87,006047,0,0.093,0.093,0.093,149.7535,6,87,Miami-Dade,6,149.753541200311
15271,74900015,74900015,16,1,74,900015,0,0.076,0.075,0.076,121.2949,2,74,Nassau,2,121.294945848097
15272,15900043,15900043,16,2,15,900043,0,0.103,0.1,0.103,160.6649,7,15,Pinellas,7,160.664887397527
15273,15900056,15900056,16,2,15,900056,0,0.863,0.874,0.863,1406.6381,7,15,Pinellas,7,1406.63811080043
15274,58000014,58000014,09,2,58,000014,0,3.446,3.456,3.446,5562.3303,3,58,Santa Rosa,3,5562.33032960445
15275,86070070,86070070,07,1,86,070070,0,0.22,0.22,0.22,353.8939,4,86,Broward,4,353.893913464612
15276,93000330,93000330,09,2,93,000330,0,0.84,0.841,0.84,1352.73,4,93,Palm Beach,4,1352.73003694198
15277,93000349,93000349,09,5,93,000349,0,1.572,1.576,1.572,2536.2287,4,93,Palm Beach,4,2536.22870770229
15278,86000627,86000627,09,4,86,000627,0,2.147,2.148,2.147,3457.5113,4,86,Broward,4,3457.51130247434
15279,87000685,87000685,09,4,87,000685,0,2.579,2.58,2.579,4151.9779,6,87,Miami-Dade,6,4151.97788960094
15280,86075047,86075047,07,2,86,075047,0,1.452,1.45,1.452,2333.506,4,86,Broward,4,2333.50603779522
15281,86095900,86095900,07,7,86,095900,0,8.796,8.797,8.796,14157.0569,4,86,Broward,4,14157.056892411
15282,36000175,36000175,09,3,36,000175,0,1.483,1.489,1.483,2396.3704,5,36,Marion,5,2396.37040094223
15283,75000381,75000381,09,5,75,000381,0,6.218,6.228,6.218,10023.5166,5,75,Orange,5,10023.5165501216
15284,16140000,16140000,02,15,16,140000,0,11.658,11.658,11.658,18762.2107,1,16,Polk,1,18762.2107300697
15285,73000041,73000041,09,1,73,000041,0,0.562,0.562,0.562,903.988,5,73,Flagler,5,903.988010215223
15286,12000540,12000540,12,2,12,000540,0,4.235,1.042,4.235,1677.1925,1,12,Lee,1,1677.19250153105
15287,15190082,15190082,07,1,15,190082,0,0.031,0.031,0.031,50.5253,7,15,Pinellas,7,50.5252725484837
15288,91070002,91070002,02,2,91,070002,0,2.558,2.567,2.558,4130.5388,1,91,Okeechobee,1,4130.53876109868
15289,55900015,55900015,16,1,55,900015,0,0.672,0.671,0.672,1080.3338,3,55,Leon,3,1080.33382455993
15290,73000025,73000025,09,2,73,000025,0,2.091,2.096,2.091,3373.9672,5,73,Flagler,5,3373.96724080841
15291,16011102,16011102,02,5,16,011102,0,1.406,1.409,1.406,2267.0723,1,16,Polk,1,2267.07230244566
15292,61000030,61000030,09,3,61,000030,0,4.09,4.101,4.09,6600.6333,3,61,Washington,3,6600.63331317183
15293,16011101,16011101,02,8,16,011101,0,2.753,2.75,2.753,4425.7946,1,16,Polk,1,4425.79459030252
15294,70000501,70000501,09,2,70,000501,0,1.684,1.692,1.684,2722.4591,5,70,Brevard,5,2722.45910048238
15295,5090000,05090000,02,4,05,090000,0,12.465,12.475,12.465,20076.9426,1,05,Glades,1,20076.942581468
15296,75000550,75000550,09,2,75,000550,0,0.144,0.144,0.144,231.5155,5,75,Orange,5,231.515467383924
15297,10075330,10075330,04,1,10,075330,0,0.081,0.084,0.081,134.917,7,10,Hillsborough,7,134.917029431677
15298,93000333,93000333,09,3,93,000333,0,0.367,0.372,0.367,598.8645,4,93,Palm Beach,4,598.864545711575
15299,86000639,86000639,09,3,86,000639,0,0.378,0.383,0.378,615.8083,4,86,Broward,4,615.808256366163
15300,86000641,86000641,09,1,86,000641,0,0.507,0.506,0.507,815.1116,4,86,Broward,4,815.111562396317
15301,46530001,46530001,09,1,46,530001,0,0.413,0.404,0.413,649.9137,3,46,Bay,3,649.913653845373
15302,61002000,61002000,02,4,61,002000,0,3.8,3.807,3.8,6126.9801,3,61,Washington,3,6126.98012288187
15303,4000012,04000012,09,4,04,000012,0,0.951,0.956,0.951,1539.3006,1,04,Desoto,1,1539.30060088222
15304,46505500,46505500,09,3,46,505500,0,0.373,0.379,0.373,609.7504,3,46,Bay,3,609.750419050672
15305,12060000,12060000,12,31,12,060000,0,24.417,24.42,24.417,39299.9159,1,12,Lee,1,39299.9159391614
15306,1000041,01000041,09,5,01,000041,0,1.981,1.991,1.981,3204.7397,1,01,Charlotte,1,3204.73965664237
15307,86000221,86000221,09,2,86,000221,0,1.009,1.014,1.009,1631.5933,4,86,Broward,4,1631.59330993264
15308,86000181,86000181,09,2,86,000181,0,1.012,1.017,1.012,1637.3118,4,86,Broward,4,1637.31177071512
15309,10640000,10640000,09,3,10,640000,6.169,7.189,1.025,7.189,1649.5327,7,10,Hillsborough,7,1649.53270006704
15310,1000035,01000035,09,10,01,000035,0,5.531,5.522,5.531,8886.7391,1,01,Charlotte,1,8886.73910973593
15311,46000023,46000023,09,2,46,000023,0,4.431,4.438,4.431,7142.753,3,46,Bay,3,7142.75302667525
15312,16160500,16160500,02,2,16,160500,0,1.066,1.066,1.066,1716.0997,1,16,Polk,1,1716.09970025637
15313,6010101,06010101,02,10,06,010101,0,3.468,3.466,3.468,5578.6042,1,06,Hardee,1,5578.60419528183
15314,77160901,77160901,07,2,77,160901,0,4.516,4.515,4.516,7266.4705,5,77,Seminole,5,7266.47049838283
15315,75280180,75280180,07,1,75,280180,0,0.087,0.087,0.087,139.4882,5,75,Orange,5,139.488165758809
15316,75280181,75280181,07,1,75,280181,0,0.041,0.041,0.041,66.0848,5,75,Orange,5,66.0848078369286
15317,86000168,86000168,09,3,86,000168,0,2.039,2.042,2.039,3286.2972,4,86,Broward,4,3286.29724595505
15318,13075004,13075004,07,1,13,075004,0,0.423,0.424,0.423,681.5628,1,13,Manatee,1,681.562812388323
15319,77160042,77160042,07,1,77,160042,0,0.121,0.121,0.121,193.9834,5,77,Seminole,5,193.983360156065
15320,16900027,16900027,16,2,16,900027,0,0.146,0.146,0.146,235.5296,1,16,Polk,1,235.529630093276
15321,75280186,75280186,07,1,75,280186,0,0.17,0.17,0.17,273.2994,5,75,Orange,5,273.299384726769
15322,3030000,03030000,12,17,03,030000,0,16.205,16.226,16.205,26113.1346,1,03,Collier,1,26113.1345883503
15323,12000569,12000569,09,8,12,000569,0,7.6,7.617,7.6,12257.889,1,12,Lee,1,12257.8889745921
15324,16110112,16110112,07,1,16,110112,0,0.203,0.202,0.203,325.5627,1,16,Polk,1,325.562710181817
15325,16470800,16470800,10,30,16,470800,0,18.399,24.324,18.399,39145.8431,1,16,Polk,8,39145.8431252777
15326,17000586,17000586,09,3,17,000586,0,3.547,3.537,3.547,5692.5138,1,17,Sarasota,1,5692.51380775217
15327,57050000,57050000,02,25,57,050000,0,18.391,18.454,18.391,29698.2749,3,57,Okaloosa,3,29698.2748873358
15328,16900043,16900043,16,2,16,900043,0,0.082,0.082,0.082,131.2456,1,16,Polk,1,131.245561599697
15329,75470139,75470139,07,1,75,470139,0,0.131,0.139,0.131,224.4506,5,75,Orange,8,224.450648378122
15330,75470143,75470143,07,4,75,470143,0,1.156,1.156,1.156,1861.1242,5,75,Orange,8,1861.12415371787
15331,72040331,72040331,02,5,72,040331,0,2.051,2.0596,2.051,3314.6409,2,72,Duval,2,3314.64090426849
15332,72040332,72040332,02,4,72,040332,0,2.028,2.031,2.028,3268.6094,2,72,Duval,2,3268.60941063444
15333,1000586,01000586,09,3,01,000586,0,1.434,1.436,1.434,2311.2118,1,01,Charlotte,1,2311.21180009515
15334,46630000,46630000,12,8,46,630000,0,8.05,8.083,8.05,13007.9876,3,46,Bay,3,13007.9876256908
15335,1000549,01000549,09,2,01,000549,0,2,2.025,2,3258.5272,1,01,Charlotte,1,3258.52716273351
15336,86000171,86000171,09,2,86,000171,0,1.001,1.013,1.001,1630.0357,4,86,Broward,4,1630.03568266806
15337,1000071,01000071,09,5,01,000071,0,1.07,1.075,1.07,1729.3646,1,01,Charlotte,1,1729.36462857303
15338,1509000,01509000,09,2,01,509000,0,4.559,4.56,4.559,7339.0004,1,01,Charlotte,1,7339.0003789005
15339,1000842,01000842,10,2,01,000842,0,0.874,0.874,0.874,1407.3394,1,01,Charlotte,1,1407.33935438188
15340,1000843,01000843,10,1,01,000843,0,2.396,2.396,2.396,3855.5253,1,01,Charlotte,1,3855.52525423239
15341,86900387,86900387,16,2,86,900387,0,0.154,0.154,0.154,248.3275,4,86,Broward,4,248.327508138979
15342,13075006,13075006,07,1,13,075006,0,0.374,0.368,0.374,592.2532,1,13,Manatee,1,592.25318393894
15343,87900054,87900054,16,2,87,900054,0,0.675,0.678,0.675,1091.4991,6,87,Miami-Dade,6,1091.49912085438
15344,7010001,07010001,02,4,07,010001,0,2.066,2.072,2.066,3334.3544,1,07,Hendry,1,3334.35438174849
15345,13900014,13900014,16,2,13,900014,0,0.459,0.46,0.459,740.3633,1,13,Manatee,1,740.363343713024
15346,13080000,13080000,02,5,13,080000,0,8.717,8.75,8.717,14081.8605,1,13,Manatee,1,14081.8605063218
15347,13900015,13900015,16,1,13,900015,0,0.602,0.601,0.602,967.9236,1,13,Manatee,1,967.923583255462
15348,15900044,15900044,16,2,15,900044,0,0.103,0.098,0.103,157.8263,7,15,Pinellas,7,157.826316488871
15349,57030000,57030000,12,31,57,030000,0,24.502,24.585,24.502,39565.9228,3,57,Okaloosa,3,39565.9228221538
15350,75000532,75000532,12,1,75,000532,0,2.355,2.355,2.355,3790.1736,5,75,Orange,5,3790.17361888147
15351,13000018,13000018,09,7,13,000018,0,4.695,4.701,4.695,7565.5703,1,13,Manatee,1,7565.57033372206
15352,86000476,86000476,09,2,86,000476,0,0.229,0.24,0.229,386.0302,4,86,Broward,4,386.030201204825
15353,14092000,14092000,09,4,14,092000,0,0.394,0.402,0.394,646.9496,7,14,Pasco,7,646.949565506157
15354,89000086,89000086,09,2,89,000086,0,0.255,0.255,0.255,410.6872,4,89,Martin,4,410.687226017254
15355,87000669,87000669,09,2,87,000669,0,1.024,1.029,1.024,1655.2317,6,87,Miami-Dade,6,1655.23165611673
15356,93000326,93000326,09,4,93,000326,0,1.297,1.307,1.297,2103.2003,4,93,Palm Beach,4,2103.2002891176
15357,87000667,87000667,09,2,87,000667,0,1.007,1.007,1.007,1619.8808,6,87,Miami-Dade,6,1619.88084863772
15358,12000184,12000184,09,5,12,000184,0,1.5,1.515,1.5,2437.4055,1,12,Lee,1,2437.40551604913
15359,72090154,72090154,02,8,72,090154,0,0.586,0.586,0.586,943.2245,2,72,Duval,2,943.22447387544
15360,58040000,58040000,12,12,58,040000,0,19.769,19.843,19.769,31934.1314,3,58,Santa Rosa,3,31934.1314396534
15361,48010000,48010000,02,37,48,010000,0,16.322,16.4,16.322,26393.2561,3,48,Escambia,3,26393.2560554161
15362,46000042,46000042,09,2,46,000042,0,1.196,1.206,1.196,1940.9037,3,46,Bay,3,1940.90371111915
15363,86900016,86900016,16,2,86,900016,0,0.38,0.384,0.38,618.0209,4,86,Broward,4,618.020895870651
15364,1000528,01000528,09,4,01,000528,0,2.907,2.914,2.907,4689.2566,1,01,Charlotte,1,4689.25656229914
15365,1000050,01000050,12,3,01,000050,0,0.989,1.003,0.989,1613.372,1,01,Charlotte,1,1613.37198781394
15366,86000185,86000185,09,10,86,000185,0,2.284,2.289,2.284,3683.2814,4,86,Broward,4,3683.28140872685
